no;SERIAL;TB_00;TB_01;A000;Fragebogen;InAusbildung;Geschlecht;Alter;RP;GruppeLK;GruppeLK_o;Vollzeit;Deputat;SProzent;Mehrarbeit;Mehrarbeit_o;Deputatsnachlass;Deputatsnachlass_o;AZ;AZ_00;AZO_01;AZO_02;AZO_03;AZO_04;AZF_01;AZF_02;AZF_03;AZF_04;LA01;LC01;LC06;LC06_o;LC11_01;LC11_02;LC11_03;LC11_04;LC11_05;LC11_06;LC11_07;LC11_08;LC11_09;LC11_10;LC11_11;LC11_11_o;LC12_01;LC12_02;LC12_03;SA01;SC04;SC09_01;SC09_02;SC09_03;VA02;VA02_o;VC02;VC03_01;VC03_02;VC03_03;VC08_01;VC08_02;VC08_03;VC08_04;VC08_05;VC08_06;VC08_07;VC08_08;VC08_09;VC08_10;VC08_11;VC08_11_o
212;FNPPLCRAK6;1;0;1;1;0;1;41;3;2;;1;27,00;100,00;0;#NULL!;1;2,00;45,00;8,00;32,00;0,00;10,00;3,00;3,00;7,00;20,00;10,00;1;27;2;#NULL!;12,0000;6,0000;2,0000;6,0000;2,0000;2,0000;2,0000;0,0000;0,0000;0,0000;0,0000;;32;4;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
213;FRWEKSY6NE;1;1;1;1;0;2;52;3;1;;1;25,00;100,00;0;#NULL!;0;#NULL!;40,00;2,50;30,00;0,00;10,00;0,00;0,00;5,00;0,00;4,00;1;25;3;#NULL!;18,7500;13,7500;3,0000;1,0000;1,0000;0,2500;0,0000;1,0000;0,2500;1,0000;#NULL!;;29;6;3;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
214;FS799TLF7C;1;0;1;1;0;2;34;4;1;;0;22,00;88,00;1;1,00;0;#NULL!;51,50;6,00;28,00;4,50;19,00;0,00;7,00;5,00;25,00;9,00;1;25;1;0,2500;13,5000;16,0000;6,0000;5,0000;5,0000;0,3000;0,2000;1,5000;0,0000;2,0000;2,0000;Problemgespräche führen, Klassenlehrertätigkeiten;23;8;7;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
215;FSQXPUYSGR;1;1;1;2;0;1;43;1;1;;1;25,00;100,00;0;#NULL!;1;8,00;52,00;4,00;40,00;0,00;12,00;0,00;6,00;6,00;80,00;12,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;16,0000;23;10;5;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
216;FW9A9SYHXE;1;0;1;1;0;2;34;2;1;;1;25,00;100,00;1;2,00;1;1,00;50,00;3,00;25,00;0,00;25,00;0,00;15,00;10,00;20,00;30,00;1;25;1;2,0000;18,0000;10,0000;5,0000;1,0000;2,0000;1,0000;5,0000;3,0000;2,0000;3,0000;#NULL!;;20;13;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
217;FWQ1WULK1P;1;1;1;1;0;1;37;2;2;;1;27,00;100,00;1;0,65;0;#NULL!;50,00;1,70;38,00;0,00;12,00;0,00;7,00;5,00;40,00;14,00;2;27;2;#NULL!;21,0000;22,0000;2,0000;0,0000;2,0000;0,0000;0,0000;3,0000;0,0000;0,0000;#NULL!;;25;7;6;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
218;G1PLRHPR8K;1;1;1;1;0;2;57;1;1;;0;15,00;60,00;0;#NULL!;1;0,50;45,00;2,50;22,00;1,00;22,00;0,00;1,00;3,00;120,00;15,00;3;25;1;0,5000;15,0000;15,0000;2,0000;1,0000;1,5000;0,5000;4,0000;2,0000;1,0000;3,0000;#NULL!;;20;10;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
219;G1US8TE8WN;1;1;1;1;0;1;34;4;1;;1;25,00;100,00;0;#NULL!;1;1,50;41,00;5,00;29,00;0,00;12,00;0,00;8,00;2,00;15,00;70,00;1;25;1;1,5000;18,0000;4,0000;1,5000;1,0000;1,0000;0,0000;1,5000;3,0000;0,0000;1,0000;0,0000;;28;8;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
220;G436WFTAUZ;1;0;1;1;0;2;40;4;1;;0;18,00;72,00;1;1,00;1;1,00;40,00;2,00;18,00;0,00;20,00;2,00;1,50;1,00;15,00;20,00;1;25;1;1,0000;14,5000;10,0000;8,0000;2,0000;1,0000;0,5000;1,0000;1,5000;0,5000;2,0000;#NULL!;;30;5;3;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
221;g4hu58lkr6;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
222;G4YQ45CQFY;1;1;1;1;0;2;38;4;1;;1;25,00;100,00;0;#NULL!;1;6,00;45,00;2,50;30,00;0,00;15,00;0,00;5,00;10,00;80,00;20,00;1;25;1;6,0000;14,2500;10,0000;3,0000;2,0000;2,0000;0,7500;10,0000;1,0000;0,0000;2,0000;#NULL!;;14;20;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
223;G5W8H6B348;1;1;1;1;0;2;38;2;1;;1;25,00;100,00;1;0,50;1;0,50;32,75;3,50;20,25;0,25;12,25;0,00;4,00;4,00;30,00;85,00;1;25;1;0,3000;18,7500;10,0000;2,0000;0,2500;0,2500;0,2500;0,0000;1,0000;0,5000;0,2500;#NULL!;;12;12;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
224;G8EBE8884Q;1;0;1;1;0;2;33;1;1;;0;16,00;64,00;0;#NULL!;0;#NULL!;24,00;1,50;21,00;0,00;3,00;0,00;1,50;1,50;5,00;10,00;1;25;3;#NULL!;9,0000;5,0000;1,0000;1,0000;1,0000;0,5000;1,0000;2,0000;0,0000;0,0000;2,0000;Lernberatung, Teamzeit;20;13;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
225;GE7QV1V1UV;1;1;1;1;0;2;37;1;1;;0;23,00;92,00;1;25,00;0;#NULL!;45,00;6,00;30,00;0,00;15,00;0,00;2,00;5,00;5,00;3,00;1;25;1;0,5000;27,0000;7,0000;5,0000;1,0000;3,0000;1,0000;1,0000;2,0000;0,0000;2,0000;#NULL!;;24;9;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
226;GHG2DSYSD7;1;1;1;1;0;1;48;2;1;;1;25,00;100,00;1;3,00;1;0,00;65,00;4,50;40,00;0,00;25,00;0,00;15,00;10,00;80,00;75,00;1;25;1;7,0000;15,0000;14,0000;8,0000;3,0000;2,0000;0,0000;15,0000;3,0000;1,0000;4,0000;0,0000;;20;10;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
227;GLQL26LMDL;1;0;1;1;0;1;34;3;1;;1;25,00;100,00;0;#NULL!;1;3,00;60,00;1,50;8,00;0,00;2,00;0,00;2,00;4,00;0,00;20,00;1;25;1;3,0000;16,5000;3,5000;5,0000;1,0000;3,0000;1,0000;3,0000;3,0000;1,0000;1,0000;#NULL!;;22;16;0;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
228;GS1PNH1167;1;1;1;1;0;2;39;2;1;;0;15,00;60,00;0;#NULL!;1;2,00;22,00;1,50;14,00;0,00;11,50;0,00;5,50;2,00;8,00;20,00;1;25;1;2,0000;11,2500;6,0000;2,0000;0,5000;1,0000;0,0000;1,0000;1,0000;0,0000;0,5000;#NULL!;;21;12;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
229;GXE815PM55;1;1;1;1;0;2;32;4;1;;0;20,00;80,00;1;3,00;0;#NULL!;38,00;2,50;30,00;0,00;8,00;0,00;3,00;1,00;24,00;20,00;1;25;1;0,5000;15,0000;12,0000;6,5000;1,0000;1,0000;0,0000;0,5000;1,5000;0,0000;0,5000;#NULL!;;23;10;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
230;GXT4RPP6DA;1;1;1;1;0;1;55;1;1;;1;25,00;100,00;0;#NULL!;1;1,50;52,00;5,00;36,00;0,00;16,00;0,00;9,00;7,00;60,00;15,00;1;25;1;1,5000;17,5000;18,0000;8,0000;0,5000;2,0000;0,1000;2,5000;1,5000;0,0000;2,0000;0,0000;;30;4;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
231;GZ1N9H8MWD;1;0;1;1;0;1;39;1;1;;0;23,00;92,00;1;1,00;1;3,00;40,00;1,00;29,50;0,00;9,50;1,00;1,50;1,00;12,00;15,00;1;25;1;3,0000;17,2500;10,0000;2,0000;1,0000;1,0000;0,0000;3,0000;5,0000;0,0000;0,0000;#NULL!;;15;20;3;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
232;GZ54S14PS2;1;1;1;1;0;2;45;3;1;;1;25,00;100,00;0;#NULL!;1;4,00;35,00;2,50;22,00;0,00;13,00;0,00;8,00;5,00;60,00;20,00;1;25;1;4,0000;17,5000;10,0000;7,0000;2,0000;3,0000;1,0000;3,0000;1,5000;0,0000;1,0000;4,0000;Stundenplanung;25;10;3;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
233;GZEQ2ZUZCY;1;1;1;1;0;1;57;4;1;;1;25,00;100,00;1;5,00;1;5,00;50,00;2,50;5,00;5,00;40,00;0,00;2,00;6,00;80,00;20,00;1;25;3;#NULL!;20,0000;10,0000;1,0000;0,0000;1,0000;0,0000;0,0000;16,0000;1,0000;1,0000;0,0000;;28;8;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
234;H3P69DCSW1;1;1;1;1;0;1;43;3;1;;1;25,00;100,00;0;#NULL!;1;2,00;40,00;5,00;27,00;0,00;13,00;0,00;1,50;0,00;5,00;4,00;1;25;1;2,0000;25,0000;5,0000;1,0000;1,0000;2,0000;0,0000;2,0000;1,0000;4,0000;0,0000;0,0000;--;18;10;10;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
235;H4YEN9DW5R;1;1;1;1;0;1;58;4;1;;1;25,00;100,00;0;#NULL!;0;#NULL!;55,00;1,50;26,00;0,00;34,00;0,00;8,00;8,00;0,00;2,00;1;25;3;#NULL!;19,0000;14,0000;14,0000;2,0000;1,0000;1,0000;0,0000;3,0000;0,0000;1,0000;0,0000;;25;5;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
236;H5LRMNUK63;1;1;1;1;0;1;39;4;1;;0;22,00;88,00;0;#NULL!;1;3,00;35,00;9,60;30,00;0,00;4,00;1,00;0,50;0,50;30,00;8,00;1;25;1;2,0000;13,5000;4,5000;3,0000;0,5000;1,5000;0,5000;4,0000;2,0000;0,5000;0,5000;#NULL!;;30;4;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
237;H7ZFK9RZ2D;1;1;1;1;0;2;35;1;1;;1;25,00;100,00;0;#NULL!;0;#NULL!;45,00;4,00;30,00;0,00;15,00;0,00;4,00;5,00;40,00;24,00;1;25;2;#NULL!;18,0000;18,0000;2,0000;1,0000;2,0000;0,0000;2,0000;2,0000;0,0000;0,0000;#NULL!;;18;12;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
238;H85GGP7572;1;0;1;1;0;2;42;2;1;;0;12,00;48,00;1;2,00;0;#NULL!;35,00;4,00;20,00;1,00;14,00;#NULL!;9,00;3,00;25,00;55,00;1;25;1;1,0000;14,2500;9,0000;2,0000;1,0000;3,0000;1,0000;2,0000;2,0000;0,2500;0,5000;#NULL!;;30;5;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
239;H9268QCV69;1;1;1;1;0;2;38;4;1;;1;25,00;100,00;0;#NULL!;0;#NULL!;39,50;3,70;22,50;3,00;14,00;0,00;7,00;7,00;15,00;126,00;1;25;3;#NULL!;15,0000;13,5000;5,0000;2,0000;3,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;;23;12;3;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
240;H9XFZB1XHY;1;0;1;1;0;1;30;3;1;;0;24,00;96,00;1;1,25;1;1,50;40,00;8,00;31,00;0,00;7,00;2,00;4,00;3,00;55,00;20,00;1;25;1;1,5000;21,0000;7,5000;2,0000;1,0000;3,0000;0,5000;2,5000;2,5000;0,5000;2,0000;#NULL!;;28;6;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
241;HD4BMGW4AH;1;1;1;1;0;2;50;4;1;;1;25,00;100,00;1;2,00;1;7,00;56,00;7,00;22,00;9,00;25,00;0,00;15,00;10,00;4,00;4,00;1;25;1;7,0000;14,0000;25,0000;2,0000;2,0000;3,0000;2,0000;0,0000;1,0000;1,0000;2,0000;0,0000;;16;12;10;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
242;HE8UMUSBPK;1;1;1;1;0;2;54;4;1;;1;25,00;100,00;1;1,00;1;7,00;47,00;12,00;29,00;0,00;16,00;2,00;2,00;8,00;90,00;25,00;1;25;1;7,0000;13,5000;6,0000;3,0000;2,0000;2,0000;1,0000;8,0000;1,5000;1,0000;1,0000;8,0000;Aufgaben als Fachberaterin;30;4;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
243;HLHN561PH6;1;1;1;1;0;1;54;2;1;;1;25,00;100,00;0;#NULL!;1;4,40;50,00;5,00;40,00;0,00;10,00;0,00;6,00;4,00;30,00;10,00;1;25;1;4,4000;22,0000;7,5000;2,0000;2,0000;2,0000;0,5000;9,0000;3,0000;0,0000;2,0000;#NULL!;;10;20;8;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
244;HMLQM4P1K1;1;1;1;2;0;2;54;4;1;;1;25,00;100,00;1;19,50;1;10,00;42,00;1,50;40,00;1,00;1,00;0,00;1,00;1,00;50,00;5,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;14,0000;20;13;5;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
245;HN6XZSHD1Z;1;1;1;1;0;1;50;1;1;;1;25,00;100,00;0;#NULL!;1;0,50;45,00;6,00;40,00;0,00;5,00;0,00;5,00;2,00;8,00;8,00;1;25;1;0,5000;25,0000;7,0000;5,0000;1,5000;1,5000;1,5000;1,5000;2,0000;0,0000;0,0000;0,0000;;26;10;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
246;HQA4ZLZWWA;1;1;1;1;0;2;50;1;2;;0;14,00;51,85;0;#NULL!;1;0,50;32,00;1,50;20,00;0,00;12,00;0,00;3,00;3,00;50,00;15,00;1;27;1;0,5000;9,7500;11,0000;3,0000;2,0000;4,2500;0,0000;0,0000;2,0000;0,0000;0,0000;0,0000;;22;14;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
247;HTTPRVPCWQ;1;1;1;1;0;1;59;1;1;;1;25,00;100,00;1;1,00;1;3,00;60,00;7,00;44,00;0,00;16,00;0,00;11,00;5,00;40,00;10,00;1;25;1;3,0000;17,0000;7,0000;4,0000;3,0000;5,0000;9,0000;8,0000;6,0000;0,0000;1,0000;#NULL!;;18;10;10;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
248;HUQ9ME2FWQ;1;1;1;1;0;2;33;2;1;;0;21,00;84,00;0;#NULL!;1;1,00;37,00;4,00;17,00;0,00;20,00;0,00;10,00;10,00;50,00;20,00;1;25;2;#NULL!;15,0000;7,0000;7,0000;3,0000;2,0000;1,0000;0,5000;2,0000;0,0000;0,0000;#NULL!;;14;14;10;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
249;HZ1STAFRU9;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
250;HZ8B6Z6SCS;1;1;1;2;0;2;56;1;1;;1;25,00;100,00;1;1,00;1;6,00;37,00;2,50;24,00;0,00;13,00;0,00;4,00;7,00;20,00;12,00;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;1;19,5000;13;19;5;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
251;K1C2LNLSTU;1;1;1;1;0;2;30;1;1;;1;25,00;100,00;0;#NULL!;0;#NULL!;48,00;8,00;30,00;0,00;15,00;3,00;0,00;5,00;45,00;20,00;1;25;3;#NULL!;19,0000;13,0000;4,0000;4,0000;3,0000;1,0000;0,0000;1,0000;0,0000;3,0000;0,0000;;25;8;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
252;K3PNL2K6QD;1;1;1;1;0;2;50;2;1;;1;25,00;100,00;0;#NULL!;1;1,00;45,00;5,00;25,00;0,00;17,00;3,00;12,50;4,50;40,00;20,00;1;25;1;1,0000;18,0000;10,0000;4,0000;3,0000;5,0000;1,0000;2,0000;2,0000;0,0000;0,0000;0,0000;;30;4;4;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
253;K51QXZBWVB;1;1;1;1;0;2;39;2;1;;0;16,00;64,00;0;#NULL!;0;#NULL!;35,00;6,00;22,00;0,00;13,00;0,00;1,00;4,00;4,00;5,00;1;25;2;#NULL!;17,0000;9,0000;3,0000;1,0000;1,0000;0,0000;0,0000;3,0000;0,5000;0,0000;1,0000;Betreuung Sammlung;30;3;5;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
254;K5QAWULQ5N;1;1;1;1;0;2;30;4;1;;1;25,00;100,00;0;#NULL!;0;#NULL!;45,00;3,00;30,00;0,00;14,00;1,00;1,50;4,00;80,00;20,00;1;25;2;#NULL!;19,0000;10,0000;4,0000;2,0000;1,5000;0,5000;2,0000;4,0000;1,0000;1,0000;#NULL!;;29;6;3;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
255;K5VTDRV5EY;1;1;1;1;0;1;55;2;1;;1;25,00;100,00;0;#NULL!;1;2,00;45,00;5,50;20,00;9,00;16,00;0,00;8,00;5,00;8,00;8,00;1;25;1;1,0000;19,0000;20,0000;1,0000;0,0000;1,0000;0,0000;0,0000;2,0000;0,0000;2,0000;0,0000;;20;18;0;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
256;K6HYRCH8AQ;1;0;1;1;0;1;29;1;1;;0;24,00;96,00;0;#NULL!;0;#NULL!;60,00;11,00;25,00;0,00;33,00;2,00;4,00;12,00;40,00;40,00;2;25;3;#NULL!;25,0000;27,0000;5,0000;1,0000;1,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;;22;10;6;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;;
